onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin;chorus_id;chord;form;idea
39.0236734694;0.248163265306;4;4;18;2;4;0.487619047619;"""4/4""";65;8;0;2;F7;A1;lick
39.2816326531;0.212244897959;4;2;18;3;2;0.481814058957;"""4/4""";63;8;0;2;F7;A1;lick
40.4081632653;0.094693877551;4;4;19;1;3;0.525238095238;"""4/4""";63;9;1;2;C7;A1;lick
40.5224489796;0.228571428571;4;4;19;1;4;0.525238095238;"""4/4""";64;9;0;2;C7;A1;lick
40.7795918367;0.216326530612;4;4;19;2;2;0.491020408163;"""4/4""";65;9;0;2;C7;A1;lick
41.0367346939;0.187755102041;4;4;19;2;4;0.491020408163;"""4/4""";66;9;0;2;C7;A1;lick
41.2604081633;0.189387755102;4;2;19;3;1;0.524058956916;"""4/4""";67;9;0;2;C7;A1;lick
41.4791836735;0.222040816327;4;2;19;3;2;0.524058956916;"""4/4""";72;9;0;2;C7;A1;lick
44.3591836735;0.202448979592;4;3;21;1;2;0.492902494331;"""4/4""";73;10;1;2;D-7;A1;lick
44.5616326531;0.169795918367;4;3;21;1;3;0.492902494331;"""4/4""";74;10;0;2;D-7;A1;lick
44.8081632653;0.175510204082;4;3;21;2;2;0.490113378685;"""4/4""";69;10;0;2;D-7;A1;lick
45.012244898;0.195918367347;4;3;21;2;3;0.490113378685;"""4/4""";65;10;0;2;D-7;A1;lick
45.227755102;0.254693877551;4;2;21;3;1;0.52380952381;"""4/4""";64;10;0;2;D-7;A1;lick
45.5020408163;0.175510204082;4;2;21;3;2;0.52380952381;"""4/4""";61;10;0;2;D-7;A1;lick
45.8155102041;0.225306122449;4;4;21;4;2;0.484285714286;"""4/4""";64;10;0;2;D-7;A1;lick
46.0734693878;0.14693877551;4;4;21;4;4;0.484285714286;"""4/4""";61;10;0;2;D-7;A1;lick
46.2367346939;0.225306122449;4;2;22;1;1;0.487619047619;"""4/4""";62;10;0;2;G7;A1;lick
46.4783673469;0.215510204082;4;2;22;1;2;0.487619047619;"""4/4""";64;10;0;2;G7;A1;lick
46.7428571429;0.189387755102;4;2;22;2;1;0.493424036281;"""4/4""";65;10;0;2;G7;A1;lick
46.932244898;0.241632653061;4;2;22;2;2;0.493424036281;"""4/4""";67;10;0;2;G7;A1;lick
47.1836734694;0.241632653061;4;2;22;3;1;0.513741496599;"""4/4""";68;10;0;2;G7;A1;lick
47.4481632653;0.195918367347;4;2;22;3;2;0.513741496599;"""4/4""";71;10;0;2;G7;A1;lick
47.706122449;0.137142857143;4;2;22;4;1;0.502131519274;"""4/4""";72;10;0;2;G7;A1;lick
47.8497959184;0.705306122449;4;2;22;4;2;0.502131519274;"""4/4""";74;10;0;2;G7;A1;lick
48.613877551;0.257959183673;4;1;23;2;1;0.486621315193;"""4/4""";69;10;0;2;C7;A1;lick
49.1020408163;0.775510204082;4;1;23;3;1;0.484648526077;"""4/4""";69;10;0;2;C7;A1;lick
49.9183673469;0.257142857143;4;2;23;4;2;0.46156462585;"""4/4""";69;10;0;2;C7;A1;lick
50.6693877551;0.0857142857143;4;3;24;2;2;0.505215419501;"""4/4""";67;11;1;2;D-;A1;lick
50.8440816327;0.208979591837;4;3;24;2;3;0.505215419501;"""4/4""";69;11;0;2;D-;A1;lick
51.0816326531;0.216326530612;4;2;24;3;1;0.502131519274;"""4/4""";72;11;0;2;C7;A1;lick
51.3632653061;0.236734693878;4;2;24;3;2;0.502131519274;"""4/4""";76;11;0;2;C7;A1;lick
51.6048979592;0.208979591837;4;1;24;4;1;0.497414965986;"""4/4""";72;11;0;2;C7;A1;lick
52.0914285714;0.202448979592;4;2;25;1;1;0.524126984127;"""4/4""";72;11;0;3;C7;A1;lick
52.3428571429;0.241632653061;4;2;25;1;2;0.524126984127;"""4/4""";76;11;0;3;C7;A1;lick
53.0857142857;0.310204081633;4;1;25;3;1;0.490340136054;"""4/4""";72;11;0;3;C7;A1;lick
